Record,Date,UTC Time,recipeName,pvcSet,pvcMeasured,caco3Set,caco3Measured,feeder3Set,feeder3Measured,feeder4Set,feeder4Measured,feeder5oilSet,feeder5OilMeasured,feeder6OilSet,feeder6OilMeasured,feeder7Set,currentBatch,batches
        90, 3/01/2024,16:09:00,"Kiev guma 9005 A80"                                                                                                                                                                                                                                            ,   6.500000E+01,   6.572000E+01,   8.565000E+01,   8.579000E+01,   0.000000E+00,   0.000000E+00,   2.600000E+00,   3.040000E+00,   4.280000E+01,   4.369000E+01,   0.000000E+00,   0.000000E+00,   2.850000E+00,     3,     2
        91, 3/01/2024,19:12:02,"Kiev guma 9005 A80"                                                                                                                                                                                                                                            ,   6.500000E+01,   6.610000E+01,   8.565000E+01,   8.610999E+01,   0.000000E+00,   0.000000E+00,   2.600000E+00,   2.680000E+00,   4.280000E+01,   4.380000E+01,   0.000000E+00,   0.000000E+00,   2.850000E+00,     1,     0
        92, 3/01/2024,23:38:11,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.680000E+01,   7.786000E+01,   6.140000E+01,   6.146000E+01,   5.300000E+00,   5.350000E+00,   2.600000E+00,   2.830000E+00,   5.060000E+01,   5.137000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     1,     0
        93, 3/02/2024, 0:03:22,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.680000E+01,   7.759000E+01,   6.140000E+01,   6.188000E+01,   5.300000E+00,   5.360000E+00,   2.600000E+00,   2.790000E+00,   5.060000E+01,   5.148000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     2,     0
        94, 3/02/2024, 0:19:33,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.680000E+01,   7.784000E+01,   6.140000E+01,   6.209000E+01,   5.300000E+00,   4.730000E+00,   2.600000E+00,   2.830000E+00,   5.060000E+01,   5.177000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     2,     1
        95, 3/02/2024, 2:19:34,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.680000E+01,   7.756000E+01,   6.140000E+01,   6.082000E+01,   5.300000E+00,   5.299999E+00,   2.600000E+00,   2.900000E+00,   5.060000E+01,   5.169000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     2,     0
        96, 3/02/2024, 2:34:21,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.680000E+01,   7.798000E+01,   6.140000E+01,   6.255000E+01,   5.300000E+00,   5.549999E+00,   2.600000E+00,   3.240000E+00,   5.060000E+01,   5.159000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     2,     1
        97, 3/02/2024, 3:44:08,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.680000E+01,   7.776000E+01,   6.140000E+01,   6.149000E+01,   5.300000E+00,   5.400000E+00,   2.600000E+00,   2.660000E+00,   5.060000E+01,   5.158000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     2,     0
        98, 3/02/2024, 3:58:43,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.680000E+01,   7.776000E+01,   6.140000E+01,   6.134000E+01,   5.300000E+00,   5.250000E+00,   2.600000E+00,   2.789999E+00,   5.060000E+01,   5.157000E+01,   0.000000E+00,   0.000000E+00,   2.900000E+00,     2,     1
        99, 3/04/2024,17:11:00,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.683000E+01,   6.140000E+01,   6.172000E+01,   5.300000E+00,   5.370000E+00,   2.600000E+00,   2.750000E+00,   5.060000E+01,   5.151000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
       100, 3/04/2024,18:32:41,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.678000E+01,   6.140000E+01,   6.195000E+01,   5.300000E+00,   5.370000E+00,   2.600000E+00,   2.850000E+00,   5.000000E+01,   5.097000E+01,   0.000000E+00,   0.000000E+00,   2.850000E+00,     1,     0
       101, 3/04/2024,19:14:32,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.716000E+01,   6.140000E+01,   6.141000E+01,   5.300000E+00,   5.360000E+00,   2.600000E+00,   2.849999E+00,   5.000000E+01,   5.100000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       102, 3/04/2024,19:36:31,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.689000E+01,   6.140000E+01,   6.201000E+01,   5.300000E+00,   5.370000E+00,   2.500000E+00,   2.740000E+00,   5.000000E+01,   5.097000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       103, 3/04/2024,19:52:08,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.703000E+01,   6.140000E+01,   6.181000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.750000E+00,   5.000000E+01,   5.091000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       104, 3/04/2024,20:21:20,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.702000E+01,   6.140000E+01,   6.164000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.700000E+00,   5.000000E+01,   5.092000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       105, 3/04/2024,20:34:23,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.695000E+01,   6.140000E+01,   6.173000E+01,   5.300000E+00,   5.360000E+00,   2.500000E+00,   2.670000E+00,   5.000000E+01,   5.040000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       106, 3/04/2024,21:00:43,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.720000E+01,   6.140000E+01,   6.121000E+01,   5.300000E+00,   4.790000E+00,   2.500000E+00,   2.730000E+00,   5.000000E+01,   5.047000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       107, 3/04/2024,21:13:52,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.695000E+01,   6.140000E+01,   6.137000E+01,   5.300000E+00,   5.579999E+00,   2.500000E+00,   2.760000E+00,   5.000000E+01,   5.122000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       108, 3/04/2024,21:53:59,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.709000E+01,   6.140000E+01,   6.156000E+01,   5.300000E+00,   5.440000E+00,   2.500000E+00,   2.410000E+00,   5.000000E+01,   5.111000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       109, 3/04/2024,22:07:38,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.665000E+01,   6.140000E+01,   6.224000E+01,   5.300000E+00,   5.370000E+00,   2.500000E+00,   2.610000E+00,   5.000000E+01,   5.097000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       110, 3/04/2024,23:53:26,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.699000E+01,   6.140000E+01,   6.178000E+01,   5.300000E+00,   5.370000E+00,   2.500000E+00,   2.700000E+00,   5.000000E+01,   5.097000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       111, 3/05/2024, 0:08:17,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.707000E+01,   6.140000E+01,   6.033000E+01,   5.300000E+00,   5.590000E+00,   2.500000E+00,   3.379999E+00,   5.000000E+01,   5.086000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       112, 3/05/2024, 1:00:03,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.701000E+01,   6.140000E+01,   6.150000E+01,   5.300000E+00,   5.420000E+00,   2.500000E+00,   2.159999E+00,   5.000000E+01,   5.103000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       113, 3/05/2024, 1:14:33,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.706000E+01,   6.140000E+01,   6.141000E+01,   5.300000E+00,   5.910000E+00,   2.500000E+00,   3.410000E+00,   5.000000E+01,   5.089000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       114, 3/05/2024, 2:12:04,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.731000E+01,   6.140000E+01,   6.154000E+01,   5.300000E+00,   5.430000E+00,   2.500000E+00,   2.610000E+00,   5.000000E+01,   5.110000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       115, 3/05/2024, 2:28:35,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.673000E+01,   6.140000E+01,   6.070000E+01,   5.300000E+00,   5.349999E+00,   2.500000E+00,   2.710000E+00,   5.000000E+01,   5.099000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       116, 3/05/2024, 3:06:54,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.712000E+01,   6.140000E+01,   6.174000E+01,   5.300000E+00,   5.260000E+00,   2.500000E+00,   2.590000E+00,   5.000000E+01,   5.094000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       117, 3/05/2024, 3:24:19,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.663000E+01,   6.140000E+01,   6.208000E+01,   5.300000E+00,   5.440000E+00,   2.500000E+00,   2.670000E+00,   5.000000E+01,   5.086000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       118, 3/05/2024, 4:08:58,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.685000E+01,   6.140000E+01,   6.141000E+01,   5.300000E+00,   5.350000E+00,   2.500000E+00,   2.589999E+00,   5.000000E+01,   5.097000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       119, 3/05/2024, 4:25:59,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.723000E+01,   6.140000E+01,   6.200999E+01,   5.300000E+00,   5.240000E+00,   2.500000E+00,   2.160000E+00,   5.000000E+01,   5.104000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       120, 3/05/2024, 5:19:55,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.682999E+01,   6.140000E+01,   6.175000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.679999E+00,   5.000000E+01,   5.102000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       121, 3/05/2024, 5:35:02,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.685000E+01,   6.140000E+01,   6.163000E+01,   5.300000E+00,   6.520000E+00,   2.500000E+00,   2.700000E+00,   5.000000E+01,   5.099000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       122, 3/05/2024, 5:55:28,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.693000E+01,   6.140000E+01,   6.212000E+01,   5.300000E+00,   5.390000E+00,   2.500000E+00,   2.750000E+00,   5.000000E+01,   5.105000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       123, 3/05/2024, 6:17:12,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.714000E+01,   6.140000E+01,   6.167000E+01,   5.300000E+00,   5.400000E+00,   2.500000E+00,   2.660000E+00,   5.000000E+01,   5.100000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       124, 3/05/2024, 6:41:57,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.703000E+01,   6.140000E+01,   6.203000E+01,   5.300000E+00,   5.390000E+00,   2.500000E+00,   2.670000E+00,   5.000000E+01,   5.099000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       125, 3/05/2024, 7:19:57,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.707000E+01,   6.140000E+01,   6.106000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.450000E+00,   5.000000E+01,   5.102000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       126, 3/05/2024, 8:04:46,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.713999E+01,   6.140000E+01,   6.112000E+01,   5.300000E+00,   5.480000E+00,   2.500000E+00,   2.580000E+00,   5.000000E+01,   5.069000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       127, 3/05/2024, 8:27:11,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.706000E+01,   6.140000E+01,   6.173999E+01,   5.300000E+00,   5.510000E+00,   2.500000E+00,   2.460000E+00,   5.000000E+01,   5.095000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       128, 3/05/2024, 9:01:40,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.732000E+01,   6.140000E+01,   6.220000E+01,   5.300000E+00,   5.440000E+00,   2.500000E+00,   2.450000E+00,   5.000000E+01,   5.127000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       129, 3/05/2024, 9:28:07,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.692999E+01,   6.140000E+01,   6.186000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.580000E+00,   5.000000E+01,   5.086000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       130, 3/05/2024, 9:58:13,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.716000E+01,   6.140000E+01,   6.001000E+01,   5.300000E+00,   5.500000E+00,   2.500000E+00,   2.540000E+00,   5.000000E+01,   5.105000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       131, 3/05/2024,10:29:10,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.713000E+01,   6.140000E+01,   6.168000E+01,   5.300000E+00,   5.270000E+00,   2.500000E+00,   2.920000E+00,   5.000000E+01,   5.095000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       132, 3/05/2024,10:57:35,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.656000E+01,   6.140000E+01,   6.166000E+01,   5.300000E+00,   5.200000E+00,   2.500000E+00,   2.720000E+00,   5.000000E+01,   5.096000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       133, 3/05/2024,11:26:22,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.743999E+01,   6.140000E+01,   6.224000E+01,   5.300000E+00,   5.340000E+00,   2.500000E+00,   2.820000E+00,   5.000000E+01,   5.105000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       134, 3/05/2024,12:16:12,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.725000E+01,   6.140000E+01,   6.184000E+01,   5.300000E+00,   5.500000E+00,   2.500000E+00,   2.850000E+00,   5.000000E+01,   5.096000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       135, 3/05/2024,13:13:14,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.702000E+01,   6.140000E+01,   6.210000E+01,   5.300000E+00,   5.410000E+00,   2.500000E+00,   2.500000E+00,   5.000000E+01,   5.105000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       136, 3/05/2024,14:01:43,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.703999E+01,   6.140000E+01,   6.175999E+01,   5.300000E+00,   5.330000E+00,   2.500000E+00,   2.440001E+00,   5.000000E+01,   5.112000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     1,     0
       137, 3/05/2024,15:25:37,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.684000E+01,   6.140000E+01,   6.232000E+01,   5.300000E+00,   5.210000E+00,   2.500000E+00,   2.780000E+00,   5.000000E+01,   5.105000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       138, 3/05/2024,15:40:28,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.722000E+01,   6.140000E+01,   6.150000E+01,   5.300000E+00,   5.300000E+00,   2.500000E+00,   2.790000E+00,   5.000000E+01,   5.081000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       139, 3/05/2024,16:31:56,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.688000E+01,   6.140000E+01,   6.118000E+01,   5.300000E+00,   5.200000E+00,   2.500000E+00,   2.800000E+00,   5.000000E+01,   5.107000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       140, 3/05/2024,16:48:45,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.711000E+01,   6.140000E+01,   6.039000E+01,   5.300000E+00,   5.330000E+00,   2.500000E+00,   1.760000E+00,   5.000000E+01,   5.079000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       141, 3/05/2024,17:15:24,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.688000E+01,   6.140000E+01,   6.068000E+01,   5.300000E+00,   5.220000E+00,   2.500000E+00,   2.750000E+00,   5.000000E+01,   5.098000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       142, 3/05/2024,17:30:35,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.696999E+01,   6.140000E+01,   6.102000E+01,   5.300000E+00,   5.280000E+00,   2.500000E+00,   1.170000E+00,   5.000000E+01,   5.079000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       143, 3/05/2024,18:35:33,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.717000E+01,   6.140000E+01,   6.084000E+01,   5.300000E+00,   4.650000E+00,   2.500000E+00,   2.350000E+00,   5.000000E+01,   5.098000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       144, 3/05/2024,18:49:52,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.755000E+01,   6.140000E+01,   6.167000E+01,   5.300000E+00,   5.330000E+00,   2.500000E+00,   1.950000E+00,   5.000000E+01,   5.090000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     1
       145, 3/05/2024,19:38:37,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.738000E+01,   6.140000E+01,   6.194000E+01,   5.300000E+00,   5.420000E+00,   2.500000E+00,   7.000003E-01,   5.000000E+01,   5.060000E+01,   0.000000E+00,   0.000000E+00,   2.820000E+00,     2,     0
       146, 3/05/2024,19:53:51,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.719000E+01,   6.140000E+01,   6.177999E+01,   5.300000E+00,   6.470000E+00,   2.500000E+00,   2.580000E+00,   5.000000E+01,   5.116000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       147, 3/05/2024,20:28:34,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.713999E+01,   6.140000E+01,   6.145000E+01,   5.300000E+00,   5.450000E+00,   2.500000E+00,   2.470000E+00,   5.000000E+01,   5.131000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       148, 3/05/2024,20:42:15,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.702000E+01,   6.140000E+01,   6.117000E+01,   5.300000E+00,   5.100000E+00,   2.500000E+00,   3.690000E+00,   5.000000E+01,   5.087000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       149, 3/05/2024,21:17:29,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.786000E+01,   6.140000E+01,   6.181000E+01,   5.300000E+00,   5.440000E+00,   2.500000E+00,   2.560000E+00,   5.000000E+01,   5.093000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       150, 3/05/2024,21:33:15,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.714000E+01,   6.140000E+01,   6.148000E+01,   5.300000E+00,   5.300000E+00,   2.500000E+00,   1.930000E+00,   5.000000E+01,   5.078000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       151, 3/05/2024,22:48:23,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.717000E+01,   6.140000E+01,   6.136000E+01,   5.300000E+00,   5.440000E+00,   2.500000E+00,   2.590000E+00,   5.000000E+01,   5.092000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       152, 3/05/2024,23:04:21,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.764999E+01,   6.140000E+01,   6.179000E+01,   5.300000E+00,   6.080000E+00,   2.500000E+00,   2.910000E+00,   5.000000E+01,   5.089000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       153, 3/05/2024,23:54:51,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.696000E+01,   6.140000E+01,   6.157000E+01,   5.300000E+00,   5.440000E+00,   2.500000E+00,   2.600000E+00,   5.000000E+01,   5.096000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       154, 3/06/2024, 0:11:47,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.703999E+01,   6.140000E+01,   6.155000E+01,   5.300000E+00,   5.610000E+00,   2.500000E+00,   3.160000E+00,   5.000000E+01,   5.092000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       155, 3/06/2024, 0:48:36,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.698000E+01,   6.140000E+01,   6.162000E+01,   5.300000E+00,   5.050000E+00,   2.500000E+00,   2.420001E+00,   5.000000E+01,   5.090000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       156, 3/06/2024, 1:06:28,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.706000E+01,   6.140000E+01,   6.156000E+01,   5.300000E+00,   6.230000E+00,   2.500000E+00,   3.000000E+00,   5.000000E+01,   5.087000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       157, 3/06/2024, 1:45:52,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.703000E+01,   6.140000E+01,   6.191000E+01,   5.300000E+00,   5.420000E+00,   2.500000E+00,   2.240001E+00,   5.000000E+01,   5.093000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       158, 3/06/2024, 1:59:09,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.714999E+01,   6.140000E+01,   6.132000E+01,   5.300000E+00,   6.580000E+00,   2.500000E+00,   2.840000E+00,   5.000000E+01,   5.085000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       159, 3/06/2024, 3:34:30,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.723000E+01,   6.140000E+01,   6.156000E+01,   5.300000E+00,   5.420000E+00,   2.500000E+00,   2.690001E+00,   5.000000E+01,   5.091000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       160, 3/06/2024, 3:53:42,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.696000E+01,   6.140000E+01,   6.143000E+01,   5.300000E+00,   5.389999E+00,   2.500000E+00,   2.730000E+00,   5.000000E+01,   5.119000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       161, 3/06/2024, 4:37:36,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.721000E+01,   6.140000E+01,   6.151000E+01,   5.300000E+00,   5.360000E+00,   2.500000E+00,   2.600000E+00,   5.000000E+01,   5.093000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       162, 3/06/2024, 4:55:55,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.697000E+01,   6.140000E+01,   6.136000E+01,   5.300000E+00,   5.380000E+00,   2.500000E+00,   2.669999E+00,   5.000000E+01,   5.084000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       163, 3/06/2024, 5:37:55,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.704000E+01,   6.140000E+01,   6.143000E+01,   5.300000E+00,   5.390000E+00,   2.500000E+00,   2.760000E+00,   5.000000E+01,   5.091000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
       164, 3/06/2024, 5:54:26,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.703000E+01,   6.140000E+01,   6.158000E+01,   5.300000E+00,   5.550000E+00,   2.500000E+00,   2.660000E+00,   5.000000E+01,   5.002000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     1
       165, 3/06/2024, 6:33:02,"ngp 30-32 o-40 9005 2024 ca5"                                                                                                                                                                                                                                  ,   7.600000E+01,   7.699000E+01,   6.140000E+01,   6.150000E+01,   5.300000E+00,   5.480000E+00,   2.500000E+00,   2.740000E+00,   5.000000E+01,   5.066000E+01,   0.000000E+00,   0.000000E+00,   2.950000E+00,     2,     0
