Record,Date,UTC Time,recipeName,pvcSet,pvcMeasured,caco3Set,caco3Measured,feeder3Set,feeder3Measured,feeder4Set,feeder4Measured,feeder5oilSet,feeder5OilMeasured,feeder6OilSet,feeder6OilMeasured,feeder7Set,currentBatch,batches
         1, 2/22/2024,12:22:41,"2024 CA-1"                                                                                                                                                                                                                                                     ,   1.057500E+02,   1.085900E+02,   2.880000E+01,   2.902000E+01,   0.000000E+00,   0.000000E+00,   3.680000E+00,   3.600000E+00,   6.070000E+01,   6.174000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     2,     1
         2, 2/22/2024,13:04:13,"2024 CA-1"                                                                                                                                                                                                                                                     ,   1.057500E+02,   1.064800E+02,   2.880000E+01,   2.881000E+01,   0.000000E+00,   0.000000E+00,   3.680000E+00,   3.720000E+00,   6.070000E+01,   6.177000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
         3, 2/22/2024,13:51:31,"2024 CA-1"                                                                                                                                                                                                                                                     ,   1.057500E+02,   1.064400E+02,   2.880000E+01,   2.915000E+01,   0.000000E+00,   0.000000E+00,   3.680000E+00,   3.760000E+00,   6.070000E+01,   6.150000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     2,     0
         4, 2/22/2024,14:05:39,"2024 CA-1"                                                                                                                                                                                                                                                     ,   1.057500E+02,   1.067600E+02,   2.880000E+01,   2.906000E+01,   0.000000E+00,   0.000000E+00,   3.680000E+00,   3.510000E+00,   6.070000E+01,   6.171000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     2,     1
         5, 2/22/2024,15:18:28,"2024 CA-1"                                                                                                                                                                                                                                                     ,   1.057500E+02,   1.067100E+02,   2.880000E+01,   2.716000E+01,   0.000000E+00,   0.000000E+00,   3.680000E+00,   3.710000E+00,   6.070000E+01,   6.111000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
         6, 2/22/2024,15:53:40,"107.1"                                                                                                                                                                                                                                                         ,   7.774000E+01,   7.878000E+01,   6.000000E+01,   5.998000E+01,   0.000000E+00,   0.000000E+00,   3.400000E-01,   4.100000E-01,   6.064000E+01,   6.166000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
         7, 2/22/2024,17:08:39,"107.1"                                                                                                                                                                                                                                                         ,   7.774000E+01,   7.896999E+01,   6.000000E+01,   5.982000E+01,   0.000000E+00,   0.000000E+00,   3.400000E-01,   5.000000E-01,   6.064000E+01,   6.182000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
         8, 2/22/2024,19:53:12,"107.1"                                                                                                                                                                                                                                                         ,   7.774000E+01,   7.847000E+01,   6.000000E+01,   6.050000E+01,   0.000000E+00,   0.000000E+00,   3.400000E-01,   5.100000E-01,   6.064000E+01,   6.175000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     2,     0
         9, 2/22/2024,20:12:45,"107.1"                                                                                                                                                                                                                                                         ,   7.774000E+01,   7.887000E+01,   6.000000E+01,   5.998000E+01,   0.000000E+00,   0.000000E+00,   3.400000E-01,   4.800000E-01,   6.064000E+01,   6.164000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     2,     1
        10, 2/22/2024,20:46:42,"107.1"                                                                                                                                                                                                                                                         ,   7.774000E+01,   7.889000E+01,   6.000000E+01,   6.052000E+01,   0.000000E+00,   0.000000E+00,   3.400000E-01,   4.000000E-01,   6.064000E+01,   6.160000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
        11, 2/22/2024,21:33:05,"107.1"                                                                                                                                                                                                                                                         ,   7.774000E+01,   7.870000E+01,   6.000000E+01,   5.989000E+01,   0.000000E+00,   0.000000E+00,   3.400000E-01,   5.000000E-01,   6.064000E+01,   6.163000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
        12, 2/23/2024, 5:35:39,"2024.pvc5"                                                                                                                                                                                                                                                     ,   6.276000E+01,   6.391000E+01,   3.013000E+01,   3.025000E+01,   0.000000E+00,   0.000000E+00,   2.200000E+00,   2.290000E+00,   5.270000E+01,   5.254000E+01,   0.000000E+00,   0.000000E+00,   2.150000E+00,     1,     0
        13, 2/23/2024,19:47:51,"2024 CA-1"                                                                                                                                                                                                                                                     ,   6.276000E+01,   6.370000E+01,   3.113000E+01,   3.129000E+01,   0.000000E+00,   0.000000E+00,   2.200000E+00,   2.350000E+00,   5.270000E+01,   5.265000E+01,   0.000000E+00,   0.000000E+00,   2.150000E+00,     1,     0
        14, 2/23/2024,20:26:16,"2024.pvc5"                                                                                                                                                                                                                                                     ,   6.276000E+01,   6.364000E+01,   3.113000E+01,   3.177000E+01,   0.000000E+00,   0.000000E+00,   2.200000E+00,   2.300000E+00,   5.270000E+01,   5.266000E+01,   0.000000E+00,   0.000000E+00,   2.150000E+00,     1,     0
        15, 2/23/2024,20:51:01,"2024.pvc5"                                                                                                                                                                                                                                                     ,   6.276000E+01,   6.377000E+01,   3.113000E+01,   3.142000E+01,   0.000000E+00,   0.000000E+00,   2.200000E+00,   2.300000E+00,   5.270000E+01,   5.274000E+01,   0.000000E+00,   0.000000E+00,   2.150000E+00,     1,     0
        16, 2/23/2024,21:15:23,"2024.pvc5"                                                                                                                                                                                                                                                     ,   6.276000E+01,   6.379000E+01,   3.113000E+01,   3.144000E+01,   0.000000E+00,   0.000000E+00,   2.200000E+00,   2.120000E+00,   5.270000E+01,   5.268000E+01,   0.000000E+00,   0.000000E+00,   2.150000E+00,     1,     0
        17, 2/23/2024,21:48:26,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.992000E+01,   6.383000E+01,   4.743000E+01,   4.763000E+01,   2.500000E-01,   0.000000E+00,   2.300000E+00,   2.280000E+00,   4.443000E+01,   5.257000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     1,     0
        18, 2/23/2024,22:08:03,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.992000E+01,   5.080000E+01,   4.743000E+01,   4.775000E+01,   2.500000E-01,   3.100000E-01,   2.300000E+00,   2.310000E+00,   4.443000E+01,   4.451000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     0
        19, 2/23/2024,22:25:26,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.992000E+01,   5.137000E+01,   4.743000E+01,   4.792000E+01,   2.500000E-01,   3.800000E-01,   2.300000E+00,   2.390000E+00,   4.443000E+01,   4.535000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     1
        20, 2/23/2024,22:59:15,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.992000E+01,   5.103000E+01,   4.743000E+01,   4.778000E+01,   2.500000E-01,   3.500000E-01,   2.300000E+00,   2.420000E+00,   4.443000E+01,   4.440000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     0
        21, 2/23/2024,23:18:46,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.992000E+01,   5.092000E+01,   4.743000E+01,   4.761000E+01,   2.500000E-01,   3.100000E-01,   2.300000E+00,   2.330000E+00,   4.443000E+01,   4.439000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     3,     1
        22, 2/23/2024,23:36:11,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.992000E+01,   5.119000E+01,   4.743000E+01,   4.785000E+01,   2.500000E-01,   3.300000E-01,   2.300000E+00,   2.410000E+00,   4.443000E+01,   4.442000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     3,     2
        23, 2/26/2024,14:17:40,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.990000E+01,   5.149000E+01,   4.743000E+01,   4.782000E+01,   0.000000E+00,   0.000000E+00,   2.300000E+00,   2.390000E+00,   4.443000E+01,   4.544000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     0
        24, 2/26/2024,14:32:01,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.990000E+01,   5.159000E+01,   4.743000E+01,   4.753000E+01,   0.000000E+00,   0.000000E+00,   2.300000E+00,   2.280000E+00,   4.443000E+01,   4.528000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     1
        25, 2/26/2024,14:55:20,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.990000E+01,   5.139000E+01,   4.743000E+01,   4.765000E+01,   0.000000E+00,   0.000000E+00,   2.300000E+00,   2.360000E+00,   4.443000E+01,   4.545000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     1,     0
        26, 2/26/2024,15:37:35,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.990000E+01,   5.161000E+01,   4.743000E+01,   4.759000E+01,   0.000000E+00,   0.000000E+00,   2.300000E+00,   2.360000E+00,   4.443000E+01,   4.516000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     1,     0
        27, 2/26/2024,21:07:22,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.990000E+01,   5.154000E+01,   4.743000E+01,   4.744000E+01,   0.000000E+00,   0.000000E+00,   2.300000E+00,   2.270000E+00,   4.443000E+01,   4.522000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     1,     0
        28, 2/27/2024,10:59:17,"2024.pvc10"                                                                                                                                                                                                                                                    ,   4.890000E+01,   5.050000E+01,   4.743000E+01,   4.779000E+01,   0.000000E+00,   0.000000E+00,   2.300000E+00,   2.380000E+00,   4.350000E+01,   4.441000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     1,     0
        29, 2/28/2024,11:44:10,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.835000E+01,   3.210000E+01,   3.239000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.480000E+01,   5.564000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     1,     0
        30, 2/28/2024,12:09:30,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.856000E+01,   3.210000E+01,   3.248000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.480000E+01,   5.558000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     1,     0
        31, 2/28/2024,12:47:29,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.847000E+01,   3.210000E+01,   3.246000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.557000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     0
        32, 2/28/2024,13:05:17,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.811000E+01,   3.210000E+01,   3.249000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.499000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     1
        33, 2/28/2024,13:33:59,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.854000E+01,   3.210000E+01,   3.251000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.483000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     2,     0
        34, 2/28/2024,13:53:14,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.848000E+01,   3.210000E+01,   3.241000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.488000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     1
        35, 2/28/2024,14:10:08,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.833000E+01,   3.210000E+01,   3.241000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.474000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        36, 2/28/2024,14:38:28,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.806000E+01,   3.210000E+01,   3.255000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.505000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     2,     0
        37, 2/28/2024,14:54:48,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.839000E+01,   3.210000E+01,   3.211000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.495000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     2,     1
        38, 2/28/2024,15:11:22,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.844000E+01,   3.210000E+01,   3.236000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.489000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        39, 2/28/2024,15:50:31,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.837000E+01,   3.210000E+01,   3.240000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.501000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     2,     0
        40, 2/28/2024,16:08:46,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.848000E+01,   3.210000E+01,   3.233000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.640000E+00,   5.400000E+01,   5.504000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     1
        41, 2/28/2024,16:25:28,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.847000E+01,   3.210000E+01,   3.272000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.488000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        42, 2/28/2024,16:52:33,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.853000E+01,   3.210000E+01,   3.240000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.497000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     0
        43, 2/28/2024,17:09:28,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.847000E+01,   3.210000E+01,   3.236000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.476000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     1
        44, 2/28/2024,17:26:23,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.841000E+01,   3.210000E+01,   3.242000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.485000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        45, 2/28/2024,18:01:26,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.848000E+01,   3.210000E+01,   3.253000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.487000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     0
        46, 2/28/2024,18:18:18,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.849000E+01,   3.210000E+01,   3.243000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.600000E+00,   5.400000E+01,   5.495000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     1
        47, 2/28/2024,18:32:59,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.827000E+01,   3.210000E+01,   3.239000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.486000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        48, 2/28/2024,18:55:22,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.839000E+01,   3.210000E+01,   3.241000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.495000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     0
        49, 2/28/2024,19:10:27,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.837000E+01,   3.210000E+01,   3.219000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.488000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     1
        50, 2/28/2024,19:27:47,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.827000E+01,   3.210000E+01,   3.238000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.486000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        51, 2/28/2024,20:13:15,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.854000E+01,   3.210000E+01,   3.239000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.480000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     0
        52, 2/28/2024,20:31:31,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.842000E+01,   3.210000E+01,   3.247000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.493000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     1
        53, 2/28/2024,20:47:17,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.835000E+01,   3.210000E+01,   3.267000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.498000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        54, 2/28/2024,21:17:40,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.837000E+01,   3.210000E+01,   3.240000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.550000E+00,   5.400000E+01,   5.512000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     0
        55, 2/28/2024,21:36:59,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.847000E+01,   3.210000E+01,   3.250000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.491000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     1
        56, 2/28/2024,21:52:54,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.841000E+01,   3.210000E+01,   3.232000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.500000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        57, 2/28/2024,22:22:43,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.848000E+01,   3.210000E+01,   3.248000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.501000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     0
        58, 2/28/2024,22:39:36,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.842000E+01,   3.210000E+01,   3.245000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.497000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     1
        59, 2/28/2024,22:58:49,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.821000E+01,   3.210000E+01,   3.237000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.600000E+00,   5.400000E+01,   5.498000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     3,     2
        60, 2/28/2024,23:41:08,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.852000E+01,   3.210000E+01,   3.267000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.560000E+00,   5.400000E+01,   5.472000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     1,     0
        61, 2/29/2024, 0:03:32,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.840000E+01,   3.210000E+01,   3.222000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.507000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     1,     0
        62, 2/29/2024, 0:06:35,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.840000E+01,   3.210000E+01,   3.222000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.570000E+00,   5.400000E+01,   5.507000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     1,     0
        63, 2/29/2024, 0:28:18,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.844000E+01,   3.210000E+01,   3.238000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.550000E+00,   5.400000E+01,   5.500000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     4,     0
        64, 2/29/2024, 0:46:21,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.850000E+01,   3.210000E+01,   3.252000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.485000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     4,     1
        65, 2/29/2024, 1:03:33,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.853000E+01,   3.210000E+01,   3.246000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.400000E+01,   5.485000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     4,     2
        66, 2/29/2024, 1:20:47,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.841000E+01,   3.210000E+01,   3.247000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.550000E+00,   5.400000E+01,   5.489000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     4,     3
        67, 2/29/2024, 2:37:10,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.840000E+01,   3.210000E+01,   3.224000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.580000E+00,   5.400000E+01,   5.497000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     2,     0
        68, 2/29/2024, 2:54:39,"2024-pvc2 miroplast. Black 9005."                                                                                                                                                                                                                              ,   5.750000E+01,   5.852000E+01,   3.210000E+01,   3.247000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.660000E+00,   5.400000E+01,   5.491000E+01,   0.000000E+00,   0.000000E+00,   2.050000E+00,     2,     1
        69, 2/29/2024, 7:28:25,"128.3 Transparent"                                                                                                                                                                                                                                             ,   1.035500E+02,   1.047000E+02,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00,   0.000000E+00,   8.865000E+01,   8.962000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
        70, 2/29/2024,22:22:19,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.640000E+01,   8.520000E+01,   8.520000E+01,   3.900000E+00,   3.940000E+00,   2.600000E+00,   2.690000E+00,   4.260000E+01,   4.303000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
        71, 2/29/2024,23:13:07,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.643999E+01,   8.520000E+01,   8.553999E+01,   3.900000E+00,   3.960000E+00,   2.600000E+00,   2.690000E+00,   4.260000E+01,   4.344000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
        72, 3/01/2024, 0:49:06,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.655000E+01,   8.520000E+01,   8.553000E+01,   3.900000E+00,   3.960000E+00,   2.600000E+00,   2.700000E+00,   4.260000E+01,   4.352000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     3,     0
        73, 3/01/2024, 1:09:22,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.634000E+01,   8.520000E+01,   8.540000E+01,   3.900000E+00,   3.960000E+00,   2.600000E+00,   2.660000E+00,   4.260000E+01,   4.354000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     3,     1
        74, 3/01/2024, 1:28:03,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.642000E+01,   8.520000E+01,   8.549000E+01,   3.900000E+00,   3.930000E+00,   2.600000E+00,   2.660000E+00,   4.260000E+01,   4.337000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     3,     2
        75, 3/01/2024, 2:05:34,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.650999E+01,   8.520000E+01,   8.565000E+01,   3.900000E+00,   3.990000E+00,   2.600000E+00,   2.670000E+00,   4.260000E+01,   4.353000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     2,     0
        76, 3/01/2024, 2:24:35,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.654000E+01,   8.520000E+01,   8.536000E+01,   3.900000E+00,   3.930000E+00,   2.600000E+00,   2.660000E+00,   4.260000E+01,   4.352000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     2,     1
        77, 3/01/2024, 3:05:38,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.640000E+01,   8.520000E+01,   8.557999E+01,   3.900000E+00,   3.950000E+00,   2.600000E+00,   2.670000E+00,   4.260000E+01,   4.355000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
        78, 3/01/2024, 4:25:27,"53 a80 9010 kiev guma"                                                                                                                                                                                                                                         ,   6.550000E+01,   6.643999E+01,   8.520000E+01,   8.535000E+01,   3.900000E+00,   3.870000E+00,   2.600000E+00,   2.680000E+00,   4.260000E+01,   4.358000E+01,   0.000000E+00,   0.000000E+00,   0.000000E+00,     1,     0
        79, 3/01/2024, 7:48:48,"Miroplast pvc 2 9005"                                                                                                                                                                                                                                          ,   5.780000E+01,   5.897000E+01,   3.210000E+01,   3.257000E+01,   0.000000E+00,   0.000000E+00,   2.500000E+00,   2.590000E+00,   5.480000E+01,   5.553000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     0
        80, 3/01/2024, 8:07:16,"Miroplast pvc 2 9005"                                                                                                                                                                                                                                          ,   5.780000E+01,   5.866000E+01,   3.210000E+01,   3.286000E+01,   0.000000E+00,   0.000000E+00,   2.470000E+00,   2.530000E+00,   5.480000E+01,   5.555000E+01,   0.000000E+00,   0.000000E+00,   2.100000E+00,     2,     1
